Country,EdLevel,YearsCodePro,Salary
51,0,1.0,80000.0
51,0,2.0,150000.0
5,2,20.0,149568.0
50,2,2.0,40958.0
51,2,12.0,180000.0
5,1,5.0,24924.0
51,0,16.0,100000.0
17,1,8.0,68252.0
23,0,10.0,67186.0
19,2,14.0,48540.0
17,2,7.0,63984.0
51,0,9.0,112000.0
7,0,3.0,77303.0
51,0,14.0,156000.0
51,0,1.0,90000.0
50,0,5.0,94230.0
51,2,7.0,150000.0
17,2,21.0,106644.0
42,0,9.0,37932.0
51,0,25.0,250000.0
51,1,5.0,105000.0
17,1,5.0,58654.0
0,2,23.0,102000.0
10,1,3.0,17613.0
51,0,3.0,135000.0
4,1,15.0,34548.0
51,0,8.0,70000.0
16,2,15.0,51192.0
51,2,4.0,149000.0
0,3,7.0,20196.0
38,0,6.0,43200.0
51,2,20.0,180000.0
36,0,24.0,42657.0
4,0,2.0,40188.0
7,1,4.0,68324.0
51,2,13.0,102000.0
51,0,9.0,94000.0
36,2,20.0,72518.0
51,0,16.0,250000.0
36,0,10.0,43724.0
51,0,3.0,160000.0
7,3,22.0,195210.0
51,0,7.0,135000.0
51,0,25.0,150000.0
42,1,10.0,75863.0
7,0,11.0,171785.0
50,0,7.0,52769.0
51,1,20.0,185000.0
51,0,6.0,95000.0
8,3,3.0,24576.0
51,0,4.0,120000.0
51,1,40.0,85000.0
51,0,7.0,132000.0
51,2,7.0,95000.0
51,0,5.0,185000.0
51,1,33.0,134000.0
37,0,2.0,28476.0
50,1,9.0,33168.0
5,1,10.0,39888.0
7,0,3.0,74961.0
10,1,3.0,18120.0
7,2,8.0,117126.0
20,0,1.0,10318.0
10,0,12.0,60384.0
51,1,5.0,72000.0
20,2,6.0,30953.0
24,0,6.0,136308.0
32,1,4.0,26400.0
38,3,7.0,59220.0
10,3,4.0,46800.0
51,0,7.0,165000.0
51,2,10.0,230000.0
51,0,7.0,245010.0
51,1,25.0,125000.0
51,1,9.0,180000.0
51,0,0.5,83200.0
7,2,4.0,85893.0
10,0,5.0,54348.0
51,0,5.0,150000.0
51,0,5.0,135000.0
29,2,16.0,63984.0
50,1,24.0,100511.0
51,0,2.0,110000.0
51,0,2.0,65000.0
51,0,2.0,176000.0
51,0,0.5,110000.0
51,0,2.0,91000.0
32,0,3.0,24000.0
51,0,14.0,156948.0
51,0,11.0,128000.0
5,2,10.0,24924.0
51,2,5.0,125000.0
28,3,4.0,11436.0
50,1,4.0,38948.0
28,0,3.0,13248.0
10,2,4.0,42276.0
7,1,6.0,88235.0
45,1,37.0,75576.0
35,1,3.0,54108.0
32,1,15.0,11525.0
16,2,10.0,79983.0
28,0,5.0,48000.0
20,0,4.0,17411.0
51,0,36.0,60000.0
51,0,43.0,117000.0
7,0,10.0,93701.0
51,0,8.0,164800.0
51,2,22.0,221000.0
20,0,6.0,40626.0
5,0,0.5,14952.0
51,1,4.0,195000.0
7,0,13.0,98386.0
32,2,12.0,34548.0
51,0,19.0,170000.0
45,2,8.0,60948.0
51,0,2.0,66000.0
51,0,9.0,81600.0
18,2,2.0,12792.0
51,1,4.0,62478.0
51,0,5.0,100000.0
51,3,28.0,183000.0
5,0,6.0,22644.0
20,0,3.0,10369.0
51,1,18.0,240000.0
51,0,7.0,102000.0
51,0,8.0,117500.0
28,0,0.5,27456.0
32,1,6.0,72000.0
32,2,36.0,158484.0
51,1,21.0,225000.0
51,0,7.0,185000.0
51,1,3.0,75000.0
7,0,2.0,54659.0
7,1,7.0,93701.0
28,0,10.0,185000.0
32,1,3.0,13440.0
46,0,0.5,82736.0
51,2,0.5,75000.0
51,0,23.0,191000.0
51,2,1.0,80000.0
7,0,7.0,31234.0
29,1,4.0,38392.0
51,0,9.0,220000.0
2,1,20.0,57588.0
51,0,7.0,250000.0
50,0,3.0,75384.0
51,2,10.0,100000.0
32,0,7.0,70368.0
51,0,20.0,150000.0
51,1,17.0,80000.0
51,0,17.0,180000.0
32,1,9.0,17772.0
51,0,6.0,170000.0
31,2,10.0,114076.0
51,3,14.0,200000.0
32,0,4.0,36000.0
51,0,2.0,150000.0
35,0,12.0,69372.0
46,0,9.0,87907.0
5,0,7.0,27005.0
17,2,8.0,67188.0
51,0,10.0,160000.0
17,2,16.0,85315.0
32,0,30.0,91764.0
51,0,2.0,100000.0
32,1,3.0,24000.0
17,2,24.0,88514.0
50,1,3.0,104281.0
51,0,0.5,67000.0
7,2,8.0,101509.0
24,1,15.0,143484.0
51,3,12.0,115000.0
17,2,6.0,63986.0
51,0,17.0,116000.0
5,1,6.0,37392.0
2,0,6.0,36127.0
10,2,10.0,10572.0
51,0,3.0,113000.0
51,0,10.0,143000.0
10,3,3.0,18120.0
51,2,7.0,96000.0
51,1,6.0,110000.0
50,3,24.0,53522.0
9,0,1.0,14412.0
5,0,3.0,13212.0
51,0,6.0,200000.0
28,0,5.0,24084.0
51,0,2.0,208858.0
20,0,1.0,100596.0
38,3,13.0,83124.0
51,1,5.0,85000.0
12,2,27.0,122172.0
51,2,26.0,211333.0
24,0,4.0,107616.0
43,1,20.0,159966.0
51,1,10.0,155000.0
51,2,30.0,130000.0
51,0,4.0,96000.0
38,2,7.0,42000.0
20,0,9.0,45140.0
20,2,10.0,25794.0
51,0,8.0,120000.0
51,2,22.0,140000.0
51,0,1.0,75000.0
51,1,18.0,174000.0
5,0,10.0,37392.0
51,0,0.5,18000.0
51,1,0.5,50000.0
17,0,7.0,79980.0
50,2,17.0,103024.0
51,0,9.0,160000.0
51,0,2.0,105000.0
20,0,2.0,12897.0
51,0,12.0,157000.0
35,0,2.0,18588.0
5,0,18.0,32412.0
51,0,3.0,215000.0
51,0,0.5,45120.0
11,2,25.0,22860.0
32,2,7.0,11880.0
51,3,13.0,96500.0
51,0,1.0,68000.0
17,0,6.0,58872.0
51,0,38.0,120000.0
51,1,4.0,250000.0
51,0,7.0,67500.0
27,0,3.0,59720.0
51,0,14.0,130000.0
51,3,7.0,150000.0
51,1,20.0,180000.0
51,0,10.0,178000.0
4,0,2.0,57588.0
17,1,6.0,58074.0
51,2,10.0,108000.0
16,2,10.0,76783.0
17,2,20.0,69318.0
51,0,2.0,50000.0
7,3,9.0,149922.0
51,0,5.0,175000.0
25,0,12.0,46068.0
51,0,26.0,190000.0
45,2,4.0,65112.0
51,0,22.0,88000.0
51,1,6.0,118000.0
38,2,7.0,41556.0
50,0,9.0,84807.0
35,1,9.0,49956.0
51,2,9.0,190000.0
51,0,6.0,202000.0
51,1,1.0,65000.0
7,1,1.0,42946.0
51,0,20.0,150000.0
51,2,7.0,120000.0
5,0,5.0,21192.0
5,0,9.0,12468.0
51,0,4.0,170000.0
51,0,10.0,133000.0
51,2,12.0,170000.0
51,0,2.0,215000.0
51,2,40.0,220000.0
7,1,4.0,78084.0
9,0,4.0,50000.0
0,1,32.0,22212.0
51,0,5.0,146000.0
51,0,2.0,65000.0
48,2,9.0,16536.0
51,0,3.0,170000.0
51,0,4.0,160000.0
15,0,2.0,38700.0
51,0,3.0,90000.0
51,0,4.0,142000.0
7,1,22.0,159292.0
7,2,9.0,81988.0
7,1,5.0,62467.0
51,0,6.0,168873.0
11,1,7.0,18192.0
51,0,18.0,207000.0
51,0,8.0,160000.0
51,2,1.0,120000.0
51,0,9.0,130000.0
51,2,40.0,163163.0
51,3,4.0,110000.0
51,0,9.0,192000.0
20,0,4.0,139284.0
7,2,8.0,91358.0
51,0,6.0,140000.0
7,0,22.0,136647.0
51,0,8.0,147000.0
51,0,6.0,108000.0
8,0,0.5,12288.0
7,2,11.0,85893.0
51,2,4.0,170000.0
51,1,0.5,62000.0
51,0,46.0,135000.0
7,0,35.0,88235.0
51,2,2.0,220000.0
51,0,15.0,160000.0
51,0,15.0,130000.0
5,0,4.0,14952.0
0,3,22.0,30000.0
51,2,31.0,190000.0
51,0,6.0,105000.0
51,2,45.0,150000.0
51,0,30.0,110000.0
5,2,9.0,40508.0
51,1,4.0,115000.0
17,0,0.5,45857.0
51,0,15.0,130000.0
51,0,8.0,135000.0
45,1,19.0,79236.0
51,0,4.0,95000.0
51,1,3.0,70040.0
51,0,12.0,210000.0
51,0,17.0,120000.0
8,1,10.0,79512.0
51,0,5.0,170000.0
51,1,23.0,230000.0
48,2,3.0,76783.0
51,0,3.0,99000.0
17,0,4.0,79983.0
51,0,19.0,170000.0
32,0,14.0,40956.0
51,2,30.0,155000.0
23,2,3.0,38388.0
51,1,5.0,110000.0
27,0,6.0,63984.0
51,0,1.0,55000.0
51,2,6.0,182965.0
10,1,5.0,75000.0
51,0,12.0,190000.0
51,1,10.0,165000.0
7,0,40.0,66372.0
51,2,30.0,165000.0
17,2,6.0,70385.0
51,0,13.0,104000.0
32,0,12.0,60000.0
51,0,26.0,100000.0
51,0,0.5,115500.0
51,0,0.5,100000.0
51,3,15.0,153000.0
7,0,0.5,58563.0
51,1,49.0,110000.0
7,0,6.0,78084.0
51,1,4.0,80000.0
7,0,3.0,64810.0
32,2,10.0,32400.0
51,0,15.0,92000.0
20,0,7.0,33855.0
17,2,10.0,115176.0
7,2,13.0,140551.0
51,0,0.5,49500.0
45,2,20.0,109704.0
7,1,25.0,93701.0
51,1,8.0,156800.0
30,0,4.0,61117.0
0,1,4.0,42000.0
51,0,12.0,136000.0
43,1,27.0,47990.0
28,0,7.0,42144.0
51,0,1.0,80000.0
51,0,7.0,210000.0
2,3,10.0,83182.0
51,0,12.0,150000.0
51,0,7.0,191000.0
50,0,26.0,56538.0
51,0,8.0,180000.0
20,1,16.0,11607.0
16,0,5.0,43724.0
51,0,3.0,110000.0
32,2,9.0,29397.0
51,1,31.0,118000.0
51,0,11.0,146000.0
7,0,8.0,70276.0
25,0,11.0,44790.0
0,1,15.0,45000.0
51,0,15.0,250000.0
51,1,44.0,210000.0
5,2,10.0,77900.0
51,0,4.0,250000.0
51,0,20.0,210000.0
7,0,2.0,62467.0
5,1,4.0,17448.0
51,0,9.0,120000.0
51,0,4.0,150000.0
17,2,8.0,75717.0
7,2,6.0,171785.0
7,1,5.0,97605.0
51,2,30.0,120000.0
51,0,15.0,85000.0
51,1,5.0,63000.0
51,1,8.0,115000.0
51,3,10.0,120000.0
51,0,3.0,80000.0
7,0,14.0,97605.0
50,2,28.0,115588.0
9,1,7.0,31233.0
5,1,13.0,28044.0
51,0,16.0,140000.0
51,0,9.0,90000.0
24,0,7.0,139896.0
7,0,9.0,43727.0
51,2,1.0,90000.0
23,0,4.0,56521.0
10,0,11.0,66420.0
51,1,15.0,240000.0
51,0,12.0,150000.0
32,1,10.0,15600.0
51,1,4.0,85000.0
32,0,12.0,85000.0
19,2,4.0,12216.0
7,0,12.0,84331.0
51,2,40.0,150000.0
51,0,4.0,122500.0
50,0,11.0,178408.0
51,0,11.0,101000.0
51,0,16.0,92956.0
51,0,10.0,216000.0
51,0,11.0,162000.0
48,0,18.0,67644.0
51,2,27.0,156000.0
7,2,24.0,67152.0
51,2,15.0,90000.0
51,0,0.5,85000.0
51,2,13.0,250000.0
7,0,11.0,62467.0
5,0,4.0,22440.0
5,2,19.0,39469.0
17,2,6.0,66119.0
51,0,4.0,130000.0
29,0,0.5,35196.0
16,2,7.0,41591.0
51,0,7.0,107500.0
51,0,2.0,160000.0
51,0,5.0,170000.0
51,0,10.0,200000.0
50,2,1.0,113075.0
8,2,20.0,18792.0
51,0,5.0,130000.0
51,1,4.0,125000.0
51,0,4.0,19000.0
51,0,20.0,225000.0
10,0,7.0,22644.0
51,2,8.0,155000.0
7,1,4.0,39042.0
7,0,15.0,156168.0
17,3,10.0,63984.0
51,0,10.0,178000.0
49,2,6.0,42648.0
51,1,3.0,72000.0
51,0,7.0,125000.0
51,2,10.0,150000.0
17,0,3.0,50928.0
51,0,6.0,150000.0
5,2,15.0,81016.0
51,0,6.0,150000.0
43,2,12.0,70385.0
51,0,6.0,180000.0
51,1,38.0,150000.0
51,0,9.0,175000.0
32,2,16.0,32736.0
7,1,5.0,61686.0
50,1,12.0,106793.0
8,1,4.0,20244.0
51,2,19.0,215672.0
51,1,25.0,185000.0
7,1,5.0,124935.0
45,2,12.0,57900.0
17,0,16.0,159966.0
51,0,5.0,100000.0
7,0,12.0,124935.0
16,2,2.0,34126.0
51,0,3.0,96000.0
51,1,12.0,150500.0
17,0,7.0,91714.0
51,0,5.0,121000.0
51,0,11.0,140000.0
51,0,20.0,70000.0
17,2,3.0,38392.0
51,1,5.0,193000.0
19,2,13.0,14724.0
46,0,7.0,116864.0
51,1,28.0,170000.0
28,0,8.0,63726.0
5,0,4.0,21687.0
51,0,50.0,200000.0
51,0,7.0,165000.0
51,0,22.0,104000.0
51,1,14.0,220000.0
36,2,4.0,58654.0
51,1,10.0,210000.0
29,0,5.0,69318.0
51,1,10.0,55000.0
51,2,5.0,100900.0
5,0,7.0,26172.0
51,0,30.0,130000.0
50,2,12.0,111819.0
51,0,20.0,125000.0
7,0,12.0,70276.0
50,0,0.5,37692.0
5,0,25.0,33237.0
20,0,7.0,28374.0
51,0,6.0,135000.0
7,1,8.0,89797.0
51,0,6.0,92000.0
51,0,10.0,195000.0
51,0,6.0,130000.0
5,1,12.0,14952.0
51,0,16.0,170000.0
8,1,6.0,37584.0
28,1,1.0,24084.0
51,0,11.0,120000.0
51,2,8.0,150000.0
17,0,8.0,69318.0
6,2,1.0,14400.0
51,2,24.0,250000.0
7,2,0.5,58563.0
5,1,4.0,21348.0
51,2,4.0,126000.0
41,0,21.0,28152.0
51,2,14.0,177500.0
51,0,3.0,149000.0
51,2,14.0,185000.0
51,1,16.0,143000.0
7,0,21.0,58563.0
51,2,22.0,175000.0
51,0,1.0,100000.0
51,2,3.0,87000.0
51,1,15.0,120000.0
28,0,6.0,15048.0
18,2,1.0,10236.0
51,0,1.0,120000.0
51,0,2.0,80000.0
32,0,8.0,19296.0
51,0,15.0,160000.0
51,0,5.0,106318.0
51,0,4.0,137500.0
51,0,10.0,140000.0
32,1,3.0,21600.0
7,0,6.0,97605.0
51,2,11.0,230000.0
10,0,4.0,42276.0
7,0,12.0,109318.0
46,3,7.0,131343.0
7,1,12.0,117126.0
51,3,15.0,175000.0
17,0,10.0,106644.0
9,2,17.0,51192.0
51,0,0.5,90000.0
16,2,0.5,23040.0
51,1,7.0,100000.0
51,3,26.0,160000.0
51,0,6.0,95000.0
12,2,5.0,82368.0
5,0,3.0,31404.0
51,0,11.0,175000.0
7,1,15.0,62467.0
51,0,4.0,150000.0
7,1,10.0,81988.0
7,0,29.0,156168.0
50,0,19.0,75384.0
51,1,2.0,120000.0
51,0,10.0,101000.0
51,1,2.0,62000.0
10,1,6.0,42876.0
51,0,10.0,175000.0
5,0,15.0,149568.0
51,0,13.0,167240.0
12,2,7.0,111129.0
7,0,18.0,79059.0
51,0,3.0,90000.0
50,0,2.0,37692.0
32,0,10.0,38400.0
5,0,13.0,19944.0
51,0,5.0,163000.0
50,2,15.0,98261.0
17,2,10.0,64512.0
7,2,7.0,117126.0
51,1,27.0,125000.0
51,0,8.0,113000.0
7,0,3.0,101509.0
29,2,18.0,100245.0
51,0,25.0,168000.0
43,2,30.0,85315.0
50,0,12.0,114332.0
51,1,2.0,67000.0
29,0,13.0,63986.0
51,0,0.5,107500.0
51,0,10.0,100000.0
41,0,5.0,26661.0
32,1,4.0,22824.0
51,0,6.0,135000.0
7,2,1.0,42946.0
51,0,12.0,130000.0
28,0,13.0,85000.0
35,2,5.0,44400.0
14,1,5.0,44796.0
29,2,2.0,49056.0
51,1,8.0,180000.0
43,1,4.0,26661.0
7,0,8.0,81988.0
51,0,3.0,68000.0
7,0,8.0,117126.0
51,2,5.0,100000.0
7,2,15.0,187402.0
15,1,0.5,28788.0
3,0,6.0,21828.0
7,0,3.0,78084.0
51,0,30.0,153000.0
51,2,6.0,155000.0
51,0,9.0,165000.0
5,0,19.0,46740.0
45,2,2.0,42660.0
32,0,6.0,78000.0
51,0,3.0,83000.0
7,2,15.0,93701.0
32,1,3.0,42000.0
51,3,0.5,135000.0
14,1,4.0,44796.0
38,0,2.0,22860.0
51,0,7.0,93000.0
50,1,12.0,65961.0
4,2,3.0,48624.0
51,0,3.0,84000.0
36,0,3.0,19200.0
51,1,20.0,88000.0
7,1,0.5,26339.0
42,2,0.5,23520.0
7,2,18.0,99948.0
16,2,17.0,68252.0
51,0,8.0,206000.0
51,1,7.0,92000.0
20,0,7.0,16766.0
51,0,30.0,250000.0
12,1,3.0,96360.0
38,0,6.0,24000.0
29,0,6.0,37116.0
51,2,3.0,95000.0
51,0,4.0,85000.0
43,1,3.0,26661.0
16,0,3.0,24960.0
16,2,14.0,63986.0
51,0,6.0,145000.0
51,0,5.0,131000.0
5,0,8.0,34896.0
51,1,8.0,110000.0
51,1,24.0,150000.0
35,0,0.5,20808.0
16,2,12.0,49056.0
17,1,3.0,38388.0
51,2,7.0,98000.0
7,2,10.0,53878.0
51,0,5.0,200000.0
51,0,4.0,160000.0
17,0,8.0,118374.0
16,2,10.0,95979.0
46,0,8.0,98248.0
25,1,20.0,63986.0
51,0,4.0,70000.0
51,1,12.0,140000.0
17,1,13.0,72948.0
7,0,10.0,137428.0
46,0,2.0,103419.0
43,0,12.0,47990.0
50,0,8.0,59050.0
29,0,8.0,47352.0
10,0,15.0,36000.0
7,1,1.0,55916.0
45,1,15.0,64608.0
51,2,33.0,220000.0
51,1,7.0,130000.0
51,0,14.0,217000.0
32,0,1.0,24648.0
43,3,3.0,11520.0
28,2,20.0,30108.0
17,2,9.0,95979.0
48,0,10.0,30060.0
16,2,20.0,59720.0
11,1,8.0,56295.0
51,3,10.0,150000.0
51,0,6.0,95000.0
7,2,22.0,89797.0
51,0,2.0,70000.0
19,1,7.0,43524.0
51,0,19.0,216000.0
51,0,13.0,240000.0
17,0,16.0,90647.0
51,0,8.0,140000.0
51,1,36.0,112000.0
17,1,19.0,89580.0
51,0,14.0,159000.0
29,0,5.0,37116.0
7,0,6.0,89797.0
51,2,18.0,146000.0
51,1,5.0,110000.0
35,1,0.5,11100.0
32,1,4.0,39000.0
51,0,15.0,120000.0
39,2,8.0,52308.0
35,2,5.0,55500.0
48,0,7.0,30060.0
35,0,1.0,19428.0
51,1,7.0,75000.0
18,0,0.5,25594.0
51,0,0.5,88000.0
51,0,20.0,128000.0
51,0,5.0,140000.0
7,2,18.0,92139.0
51,1,2.0,66000.0
17,3,15.0,79983.0
51,1,3.0,100000.0
50,1,3.0,37692.0
48,0,7.0,28560.0
48,0,8.0,13524.0
7,0,11.0,97605.0
25,1,7.0,45857.0
7,0,7.0,105414.0
46,2,1.0,80664.0
7,0,7.0,85893.0
39,0,10.0,26880.0
51,1,2.0,40000.0
7,0,10.0,93701.0
51,0,9.0,100000.0
10,2,16.0,27168.0
50,3,8.0,113075.0
51,0,21.0,200000.0
32,0,10.0,55800.0
50,1,12.0,94230.0
20,2,6.0,232152.0
17,1,1.0,83182.0
7,2,10.0,70276.0
29,1,8.0,38388.0
51,0,44.0,152000.0
51,0,3.0,179630.0
13,1,3.0,13200.0
29,0,4.0,57588.0
51,0,10.0,123500.0
29,2,5.0,57588.0
51,0,28.0,175000.0
51,0,30.0,142000.0
4,0,12.0,61428.0
7,0,39.0,95263.0
51,0,6.0,192000.0
51,0,25.0,153000.0
51,0,2.0,92000.0
51,0,7.0,110000.0
37,2,18.0,77652.0
20,0,7.0,19344.0
5,0,9.0,41136.0
51,0,4.0,115000.0
17,0,1.0,57588.0
7,0,20.0,101509.0
7,1,10.0,70276.0
25,0,1.0,27727.0
38,1,2.0,16620.0
35,0,4.0,58272.0
50,1,0.5,30153.0
51,1,8.0,135000.0
43,1,12.0,31993.0
51,0,2.0,145000.0
51,0,6.0,151000.0
51,1,25.0,180000.0
7,0,10.0,93701.0
22,0,4.0,56736.0
7,0,3.0,70276.0
5,1,3.0,15732.0
51,0,4.0,150000.0
5,2,11.0,28668.0
32,0,9.0,185000.0
46,2,11.0,124103.0
51,0,10.0,160000.0
51,0,3.0,78000.0
51,3,7.0,180000.0
51,0,6.0,36000.0
51,0,16.0,96000.0
50,0,3.0,50256.0
35,1,7.0,46250.0
51,2,2.0,200000.0
51,1,7.0,200000.0
51,0,3.0,246000.0
51,2,7.0,175000.0
51,2,7.0,250000.0
50,0,0.5,87948.0
51,0,0.5,35000.0
46,0,6.0,134445.0
7,0,4.0,57001.0
50,2,3.0,75384.0
51,1,11.0,145000.0
5,0,4.0,110000.0
7,1,3.0,81988.0
7,0,4.0,97605.0
51,2,30.0,100000.0
30,1,23.0,73983.0
7,0,13.0,89016.0
7,0,20.0,78084.0
5,2,22.0,24924.0
51,2,25.0,100000.0
16,2,10.0,95979.0
51,3,10.0,220000.0
38,2,5.0,31176.0
51,1,10.0,215000.0
50,2,12.0,175895.0
15,2,5.0,69108.0
46,3,4.0,101972.0
51,1,3.0,56000.0
50,1,10.0,84178.0
7,1,0.5,44508.0
5,1,10.0,24432.0
30,0,4.0,96500.0
51,2,1.0,92000.0
7,1,22.0,93701.0
51,1,5.0,120000.0
14,2,6.0,79344.0
51,0,2.0,100000.0
7,2,1.0,66372.0
51,1,39.0,225000.0
17,1,6.0,29436.0
51,2,10.0,178000.0
51,2,10.0,125000.0
51,2,6.0,143000.0
17,1,6.0,53748.0
32,1,4.0,25140.0
43,3,5.0,58654.0
51,2,4.0,220000.0
5,0,2.0,22850.0
20,0,8.0,58037.0
51,0,5.0,95000.0
10,3,10.0,30000.0
32,1,16.0,90000.0
0,1,2.0,16464.0
5,0,9.0,23184.0
29,0,7.0,106644.0
51,1,7.0,67000.0
7,0,10.0,58563.0
45,2,5.0,60948.0
50,0,15.0,87948.0
51,0,6.0,90000.0
51,0,24.0,90000.0
29,2,21.0,108780.0
35,0,4.0,24972.0
29,0,10.0,46068.0
28,2,2.0,25284.0
51,1,10.0,150000.0
51,0,24.0,175000.0
51,1,16.0,185000.0
35,2,10.0,53280.0
7,0,6.0,121811.0
32,0,3.0,32682.0
5,0,4.0,24924.0
32,2,10.0,128400.0
32,2,5.0,79104.0
17,2,4.0,74220.0
45,1,1.0,36564.0
51,0,4.0,240000.0
51,0,15.0,200000.0
4,2,0.5,61853.0
45,0,5.0,75696.0
20,2,6.0,34822.0
51,1,4.0,120000.0
45,0,7.0,73140.0
51,0,8.0,154000.0
51,2,8.0,98000.0
51,1,11.0,85000.0
51,0,15.0,132000.0
51,0,6.0,120000.0
7,0,6.0,124935.0
35,2,1.0,11100.0
27,0,6.0,71451.0
28,0,2.0,25800.0
51,2,4.0,73000.0
38,2,5.0,35328.0
7,0,2.0,85893.0
43,0,15.0,58654.0
50,3,21.0,125639.0
25,2,10.0,74651.0
29,0,6.0,92140.0
50,2,6.0,81666.0
51,2,8.0,103800.0
29,1,3.0,55698.0
7,0,0.5,72228.0
50,0,9.0,150767.0
51,1,0.5,32000.0
32,1,30.0,12552.0
5,0,10.0,27420.0
50,1,2.0,37692.0
51,2,4.0,185000.0
51,0,5.0,118000.0
51,0,17.0,150000.0
51,2,4.0,210000.0
51,2,12.0,240000.0
7,1,5.0,57001.0
8,0,10.0,52800.0
23,0,30.0,181294.0
5,0,12.0,39888.0
51,0,10.0,190000.0
29,0,4.0,48523.0
5,0,8.0,37392.0
51,0,2.0,142000.0
49,2,4.0,63984.0
25,1,6.0,23040.0
51,0,5.0,83000.0
14,0,7.0,60912.0
50,0,1.0,28897.0
51,0,37.0,168000.0
7,0,34.0,89797.0
51,2,13.0,220000.0
5,1,15.0,93480.0
28,0,8.0,12048.0
29,2,23.0,63984.0
7,0,0.5,50755.0
7,0,7.0,93701.0
51,0,2.0,95000.0
51,3,40.0,160000.0
51,0,6.0,175000.0
51,1,5.0,96600.0
51,0,7.0,137500.0
51,0,6.0,165000.0
51,0,4.0,230000.0
17,2,15.0,127972.0
17,0,11.0,95976.0
8,3,3.0,34692.0
50,1,12.0,188459.0
51,0,3.0,90000.0
17,2,12.0,53748.0
51,0,4.0,152000.0
12,1,7.0,68832.0
51,0,15.0,72000.0
51,2,14.0,200000.0
51,0,6.0,150000.0
10,1,10.0,24156.0
51,2,26.0,126000.0
38,0,1.0,20784.0
51,0,2.0,60000.0
50,0,3.0,37692.0
7,2,3.0,68324.0
20,0,8.0,13152.0
51,0,1.0,75000.0
50,2,12.0,183433.0
23,2,5.0,79983.0
5,0,9.0,28668.0
4,0,26.0,58872.0
51,0,15.0,135000.0
25,2,3.0,28794.0
5,0,5.0,18192.0
35,0,4.0,48840.0
51,0,9.0,121000.0
10,1,6.0,10632.0
51,0,46.0,167000.0
43,0,16.0,65053.0
51,0,15.0,200000.0
35,0,15.0,69372.0
17,2,8.0,56521.0
16,3,6.0,63986.0
51,0,4.0,98000.0
51,0,5.0,232000.0
51,2,26.0,123000.0
23,2,0.5,26661.0
10,1,4.0,13284.0
51,0,9.0,160000.0
17,1,11.0,63986.0
29,1,5.0,47990.0
50,0,9.0,69102.0
37,0,2.0,11652.0
5,3,0.5,14952.0
7,0,2.0,35138.0
22,0,5.0,34896.0
51,0,9.0,110000.0
32,0,8.0,45336.0
4,2,4.0,51192.0
29,0,25.0,92652.0
51,0,4.0,110000.0
5,0,22.0,62316.0
51,2,6.0,130000.0
51,0,41.0,130000.0
29,2,12.0,53748.0
50,3,5.0,82922.0
51,0,15.0,160000.0
5,0,8.0,23676.0
51,0,2.0,110000.0
51,2,10.0,230000.0
51,0,5.0,110000.0
51,2,4.0,85000.0
43,0,3.0,60787.0
7,2,11.0,140551.0
23,0,10.0,70385.0
18,2,4.0,106644.0
25,2,20.0,42657.0
51,0,2.0,90000.0
51,3,8.0,73609.0
28,0,2.0,36132.0
36,0,3.0,29820.0
51,0,7.0,95000.0
5,1,10.0,44868.0
25,0,3.0,31993.0
50,2,9.0,94230.0
28,0,4.0,39744.0
51,0,26.0,149000.0
28,0,5.0,10836.0
49,2,16.0,40608.0
51,0,1.0,196000.0
51,1,8.0,129600.0
32,0,11.0,40548.0
5,0,7.0,46740.0
51,0,5.0,87000.0
37,2,10.0,37747.0
51,0,3.0,93000.0
51,1,23.0,175000.0
51,1,3.0,65000.0
7,2,2.0,50755.0
7,0,10.0,78084.0
7,1,2.0,70276.0
11,0,3.0,67548.0
17,2,36.0,138637.0
32,0,7.0,36000.0
51,2,27.0,190000.0
24,3,25.0,239143.0
17,2,5.0,101312.0
51,1,22.0,110000.0
51,2,15.0,120000.0
51,0,1.0,67500.0
7,0,28.0,79646.0
1,0,10.0,141542.0
7,0,6.0,39042.0
51,0,10.0,235000.0
25,3,15.0,76788.0
51,0,5.0,130000.0
51,0,5.0,71750.0
32,0,5.0,19548.0
51,1,26.0,148000.0
51,0,12.0,140000.0
43,1,14.0,89581.0
32,2,9.0,28861.0
1,1,7.0,84925.0
51,0,3.0,83500.0
51,0,4.0,135000.0
51,0,3.0,165000.0
5,1,8.0,14541.0
30,0,25.0,57257.0
32,0,26.0,67000.0
23,2,6.0,79983.0
29,1,10.0,84456.0
7,1,2.0,117126.0
51,0,0.5,250000.0
51,1,7.0,105000.0
5,0,8.0,17448.0
10,0,3.0,54348.0
48,2,15.0,36000.0
51,0,5.0,135000.0
51,0,22.0,145000.0
50,2,8.0,87948.0
51,2,15.0,200000.0
7,2,1.0,42946.0
50,0,0.5,15072.0
7,1,1.0,54659.0
51,0,14.0,176000.0
18,2,4.0,24312.0
18,2,3.0,25596.0
51,0,9.0,250000.0
7,0,10.0,97605.0
45,0,15.0,85320.0
51,1,32.0,190000.0
0,1,3.0,49651.0
38,2,18.0,52560.0
51,0,15.0,100000.0
51,1,16.0,150000.0
7,0,4.0,140551.0
51,0,4.0,111000.0
51,0,15.0,115000.0
37,1,8.0,31056.0
51,0,8.0,124000.0
51,2,12.0,155000.0
28,0,10.0,39144.0
32,0,5.0,48000.0
51,1,29.0,202107.0
5,2,12.0,25344.0
28,0,4.0,50000.0
